Enumeración;Tipo;Tipo N/V;N° Doc.;Id Destinatario;Destinatario;Id Cliente;Razón social;Vendedor;Fecha Emisión;Fecha 1°Entrega;Orden Compra Cliente;Tipo de Expedición;Dirección Destinatario;Comuna;Ciudad;Persona de Contacto;Teléfono;Código Artículo;Descripción;Un.medida venta;Espesor;Jerarquía 1;Texto Jerarquía 1;Jerarquía 2;Texto Jerarquía 2;Jerarquía 3;Texto Jerarquía 3;Largo;Ctd. Solicitada;Ctd. Despachada;Ctd. Pendiente;Kilos Solicitados;Kilos Despachados;Kilos Pendientes;Status Global Pedido SAP;Status de Crédito;Status de Entrega Pos. Pedido SAP;Stock San Bernardo;Stock Lonquén;Total Libre utilización;Stock Disponible San Bernardo;Stock Disponible Lonquen;Precio Unitario;Venta Total;Precio Kilo;Comentario Documento;N° Doc.Ent.;Ctd. Entrega;Fecha Entrega;N° Doc.FU;Ctd. FU;Fecha FU
;ZO01;Ped. Estándar Nac.;47201;78633060;SOC AGRICOLA HUIFQUENCO Y CIA LTDA;78633060;SOC AGRICOLA HUIFQUENCO Y CIA LTDA;JOSE LUIS NOVA;10-03-2025;10-03-2025;427888;OtrosClientes Despac;RUTA CH-203 KM 4.3;PANGUIPULLI;PANGUIPULLI;;;41000042;P. Ab. Cost. 80x40x15x2,0x6000mm;UN;2;11111;Perfiles Abiertos;1111100003;Perf. Ab. Costanera;1,1111E+17;Perf. Ab. Costanera 2,0 mm;6.000,00;40;0;40;667,2;0;667,2;Pendiente;Operación liberada;No entregado;3.690;0;3.690;3.360;0;12.677;507.080;760;FELIPE LILLO 979891247;;0;;4100202878;40;14-03-2025
;ZO01;Ped. Estándar Nac.;47206;78633060;SOC AGRICOLA HUIFQUENCO Y CIA LTDA;78633060;SOC AGRICOLA HUIFQUENCO Y CIA LTDA;JOSE LUIS NOVA;10-03-2025;10-03-2025;427893;OtrosClientes Despac;MANUEL ANTONIO MATA;PITRUFQUEN;PITRUFQUEN;;;41000116;P. Ab. Canal 100x50x3,0x6000mm;UN;3;11111;Perfiles Abiertos;1111100002;Perf. Ab.Canal;1,1111E+17;Perf. Ab. Canal 3,0 mm;6.000,00;10;2;8;268,8;53,76;215,04;En proceso;Operación liberada;Entrg.parcialmente;13;0;13;-370;0;20.429;204.290;760;EDUARDO MENDOZA 982193760;;0;;;0;
;ZO01;Ped. Estándar Nac.;45342;96792SDR;SODIMAC RENCA;96792430;SODIMAC S.A.;FERNANDO DÍAZ;14-02-2025;15-02-2025;837627996;OtrosClientes Retira;VA JORGE ALESSANDRI;SAN BERNARDO;SANTIAGO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;120;0;120;201,6;0;201,6;Pendiente;No realizado;No entregado;2.230;0;2.230;-6.240;0;1.580;189.600;940;ore 130758729 contacto : antonio castro telefono : 9986623507;;0;;;0;
;ZO09;Ped.C/Ref. Contrato;47247;96792TEM;SODIMAC TEMUCO;96792430;SODIMAC S.A.;JOSE LUIS NOVA;10-03-2025;10-03-2025;837634685;OtrosClientes Despac;AV LOS PABLOS;TEMUCO;TEMUCO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;22;0;22;36,96;0;36,96;Pendiente;No realizado;No entregado;2.230;0;2.230;-6.240;0;1.512;33.264;900;ore 130766444 contacto : andres cancino telefono : 942881723;;0;;;0;
;ZO08;Ped.B2B carga Autom.;47128;96792HC35;SOD CROSS HC35CURICO;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;10-03-2025;17-03-2025;16095307;SOD/EASY TiendaCross;AV.CARLOS CONDELL 1192;CURICO;CURICO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;84;0;84;141,12;0;141,12;Pendiente;No realizado;No entregado;2.230;0;2.230;-6.240;0;1.863;156.492;1.109;;;0;;;0;
;ZO08;Ped.B2B carga Autom.;47131;96792HC12;SOD CROSS HC12SAN MIGUEL;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;10-03-2025;17-03-2025;16095387;SOD/EASY TiendaCross;AV.JOSE MIGUEL CARRERA 5508;SAN MIGUEL;SANTIAGO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;84;0;84;141,12;0;141,12;Pendiente;No realizado;No entregado;2.230;0;2.230;-6.240;0;1.863;156.492;1.109;;;0;;;0;
;ZO08;Ped.B2B carga Autom.;47140;96792HC746;SOD CROSS HC746QUILIN;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;10-03-2025;17-03-2025;16095761;SOD/EASY TiendaCross;ALTOS DEL PARQUE SUR #5800;PEÑALOLEN;SANTIAGO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;84;0;84;141,12;0;141,12;Pendiente;No realizado;No entregado;2.230;0;2.230;-6.240;0;1.863;156.492;1.109;;;0;;;0;
;ZO08;Ped.B2B carga Autom.;47266;96792HC12;SOD CROSS HC12SAN MIGUEL;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;10-03-2025;18-03-2025;16101681;SOD/EASY TiendaCross;AV.JOSE MIGUEL CARRERA 5508;SAN MIGUEL;SANTIAGO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;84;0;84;141,12;0;141,12;Pendiente;No realizado;No entregado;2.230;0;2.230;-6.240;0;1.863;156.492;1.109;;;0;;;0;
;ZO08;Ped.B2B carga Autom.;47262;96792CO26;SOD CROSS CO26RANCAGUA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;10-03-2025;19-03-2025;16101593;SOD/EASY TiendaCross;KOKE 11;RANCAGUA;RANCAGUA;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;168;0;168;282,24;0;282,24;Pendiente;No realizado;No entregado;2.230;0;2.230;-6.240;0;1.863;312.984;1.109;;;0;;;0;
;ZO08;Ped.B2B carga Autom.;47263;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;10-03-2025;24-03-2025;16101612;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;168;0;168;282,24;0;282,24;En proceso;No realizado;Entrg.parcialmente;2.230;0;2.230;-6.240;0;1.863;312.984;1.109;;80364865;84;12-03-2025;;0;
;ZO01;Ped. Estándar Nac.;47572;83585PQ1;EBEMA SANTIAGO;83585400;EBEMA S.A.;KARINA ROZAS;13-03-2025;14-03-2025;4600180804;OtrosClientes Retira;GALVARINO 8501;QUILICURA;SANTIAGO;;;50000177;Placa Colaborante 950x0,8x6000mm Gal;UN;0,8;55501;Cubiertas Industriales;5550100005;Cubiertas Industriales Placa Colaborante;5550100005;Cubiertas Industriales Placa Colaborante;6.000,00;2;0;2;91,2;0;91,2;Concluido;Operación liberada;Entrg.completamente;589;0;589;425;0;48.600;97.200;1.066;4500166401;80365221;2;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000049;Mek.Canal Estruct.103x30x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;10;0;10;63,6;0;63,6;Concluido;No realizado;Entrg.completamente;1.059;0;1.059;949;0;7.055;70.550;1.109;;80365222;10;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000049;Mek.Canal Estruct.103x30x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;10;0;10;63,6;0;63,6;Concluido;No realizado;Entrg.completamente;1.059;0;1.059;949;0;7.055;70.550;1.109;;80365223;10;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000066;Mek.Canal Estruct.62x25x0,85x3000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;3.000,00;264;0;264;570,24;0;570,24;Concluido;No realizado;Entrg.completamente;17.250;0;17.250;13.207;0;2.396;632.544;1.109;;80365222;264;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000066;Mek.Canal Estruct.62x25x0,85x3000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;3.000,00;132;0;132;285,12;0;285,12;Concluido;No realizado;Entrg.completamente;17.250;0;17.250;13.207;0;2.396;316.272;1.109;;80365224;132;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000066;Mek.Canal Estruct.62x25x0,85x3000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;3.000,00;66;0;66;142,56;0;142,56;Concluido;No realizado;Entrg.completamente;17.250;0;17.250;13.207;0;2.396;158.136;1.109;;80365225;66;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000068;Mek.Canal Estruct.92x30x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;60;0;60;360;0;360;Concluido;No realizado;Entrg.completamente;15.009;0;15.009;13.360;0;6.655;399.300;1.109;;80365226;60;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000018;Mek.Mont.Estruct.40x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;20;0;20;99,6;0;99,6;Concluido;No realizado;Entrg.completamente;5.175;0;5.175;4.780;0;5.524;110.480;1.109;;80365222;20;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000018;Mek.Mont.Estruct.40x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;20;0;20;99,6;0;99,6;Concluido;No realizado;Entrg.completamente;5.175;0;5.175;4.780;0;5.524;110.480;1.109;;80365225;20;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000024;Mek.Mont.Estruct.60x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;14;0;14;80,64;0;80,64;Concluido;No realizado;Entrg.completamente;14.303;0;14.303;8.374;0;6.389;89.446;1.109;;80365227;14;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000024;Mek.Mont.Estruct.60x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;322;0;322;1.854,72;0;1.854,72;Concluido;No realizado;Entrg.completamente;14.303;0;14.303;8.374;0;6.389;2.057.258;1.109;;80365222;322;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000024;Mek.Mont.Estruct.60x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;182;0;182;1.048,32;0;1.048,32;Concluido;No realizado;Entrg.completamente;14.303;0;14.303;8.374;0;6.389;1.162.798;1.109;;80365223;182;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000024;Mek.Mont.Estruct.60x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;98;0;98;564,48;0;564,48;Concluido;No realizado;Entrg.completamente;14.303;0;14.303;8.374;0;6.389;626.122;1.109;;80365224;98;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000024;Mek.Mont.Estruct.60x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;84;0;84;483,84;0;483,84;Concluido;No realizado;Entrg.completamente;14.303;0;14.303;8.374;0;6.389;536.676;1.109;;80365225;84;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000086;Mek Mont Tabique P 60x38x6x0,50x2400mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;2.400,00;84;0;84;112,56;0;112,56;Concluido;No realizado;Entrg.completamente;13.091;0;13.091;5.891;0;1.491;125.244;1.113;;80365226;84;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000086;Mek Mont Tabique P 60x38x6x0,50x2400mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;2.400,00;84;0;84;112,56;0;112,56;Concluido;No realizado;Entrg.completamente;13.091;0;13.091;5.891;0;1.491;125.244;1.113;;80365227;84;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000086;Mek Mont Tabique P 60x38x6x0,50x2400mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;2.400,00;168;0;168;225,12;0;225,12;Concluido;No realizado;Entrg.completamente;13.091;0;13.091;5.891;0;1.491;250.488;1.113;;80365224;168;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000086;Mek Mont Tabique P 60x38x6x0,50x2400mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;2.400,00;588;0;588;787,92;0;787,92;Concluido;No realizado;Entrg.completamente;13.091;0;13.091;5.891;0;1.491;876.708;1.113;;80365222;588;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;168;0;168;282,24;0;282,24;Concluido;No realizado;Entrg.completamente;2.230;0;2.230;-6.240;0;1.863;312.984;1.109;;80365223;168;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;336;0;336;564,48;0;564,48;Concluido;No realizado;Entrg.completamente;2.230;0;2.230;-6.240;0;1.863;625.968;1.109;;80365227;336;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000034;Mek.Mont.Estruct.90x38x12x0,85x4000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;4.000,00;14;0;14;68,88;0;68,88;Concluido;No realizado;Entrg.completamente;3.795;0;3.795;3.711;0;5.457;76.398;1.109;;80365222;14;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000034;Mek.Mont.Estruct.90x38x12x0,85x4000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;4.000,00;28;0;28;137,76;0;137,76;Concluido;No realizado;Entrg.completamente;3.795;0;3.795;3.711;0;5.457;152.796;1.109;;80365223;28;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000034;Mek.Mont.Estruct.90x38x12x0,85x4000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;4.000,00;14;0;14;68,88;0;68,88;Concluido;No realizado;Entrg.completamente;3.795;0;3.795;3.711;0;5.457;76.398;1.109;;80365225;14;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000065;Mek.Canal Estruct.62x25x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;132;0;132;570,24;0;570,24;Concluido;No realizado;Entrg.completamente;16.550;0;16.550;14.121;0;4.792;632.544;1.109;;80365227;132;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000065;Mek.Canal Estruct.62x25x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;154;0;154;665,28;0;665,28;Concluido;No realizado;Entrg.completamente;16.550;0;16.550;14.121;0;4.792;737.968;1.109;;80365222;154;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000065;Mek.Canal Estruct.62x25x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;44;0;44;190,08;0;190,08;Concluido;No realizado;Entrg.completamente;16.550;0;16.550;14.121;0;4.792;210.848;1.109;;80365224;44;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000065;Mek.Canal Estruct.62x25x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;132;0;132;570,24;0;570,24;Concluido;No realizado;Entrg.completamente;16.550;0;16.550;14.121;0;4.792;632.544;1.109;;80365223;132;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000088;Mek Mont Tabique P 60x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;3.000,00;168;0;168;282,24;0;282,24;Concluido;No realizado;Entrg.completamente;2.230;0;2.230;-6.240;0;1.863;312.984;1.109;;80365225;168;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000035;Mek.Mont.Estruct.90x38x12x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;14;0;14;103,32;0;103,32;Concluido;No realizado;Entrg.completamente;32.750;0;32.750;28.271;0;8.186;114.604;1.109;;80365224;14;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000035;Mek.Mont.Estruct.90x38x12x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;112;0;112;826,56;0;826,56;Concluido;No realizado;Entrg.completamente;32.750;0;32.750;28.271;0;8.186;916.832;1.109;;80365226;112;14-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47364;96792CD117;SOD CROSS CD117 CENTRAL DISTRIB.;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;11-03-2025;17-03-2025;16104465;SODIMAC Cross CD;AVDA. LA FARFANA #400 PASILLO G ANDEN 56;PUDAHUEL;SANTIAGO;;;42000035;Mek.Mont.Estruct.90x38x12x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;14;0;14;103,32;0;103,32;Concluido;No realizado;Entrg.completamente;32.750;0;32.750;28.271;0;8.186;114.604;1.109;;80365222;14;14-03-2025;;0;
